DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1;Crm Cd 2;Crm Cd 3;Crm Cd 4;LOCATION;Cross Street;LAT;LON
201418014;09/28/2020 12:00:00 AM;09/28/2020 12:00:00 AM;100;14;Pacific;1467;1;330;BURGLARY FROM VEHICLE;1300 0344;23;F;W;101;STREET;;;IC;Invest Cont;330;;;;6200 W  77TH                         ST;;339.703;-1.183.925
201320485;11/27/2020 12:00:00 AM;11/26/2020 12:00:00 AM;140;13;Newton;1341;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;3700 S  GRAND                        AV;;340.166;-1.182.785
211517859;11/24/2021 12:00:00 AM;11/07/2020 0:00;1330;15;N Hollywood;1533;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT;2000 1813 0400 0408 0913 0416;31;F;O;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;236;;;;5700    LAUREL CANYON                BL;;34.174;-1.183.965
201317319;09/21/2020 12:00:00 AM;09/21/2020 12:00:00 AM;1000;13;Newton;1352;2;624;BATTERY - SIMPLE ASSAULT;0444 0419;43;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;624;;;;200 E  43RD                         ST;;340.057;-1.182.697
201712448;08/22/2020 12:00:00 AM;08/22/2020 12:00:00 AM;930;17;Devonshire;1761;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;344;38;M;H;101;STREET;;;IC;Invest Cont;341;;;;LASSEN;TOPANGA CANYON               BL;34.25;-1.186.054
201914051;09/01/2020 0:00;09/01/2020 0:00;1120;19;Mission;1985;1;761;BRANDISH WEAPON;2000 2004 0913 1814 0334 0443;47;F;H;102;SIDEWALK;201;KNIFE WITH BLADE OVER 6 INCHES IN LENGTH;IC;Invest Cont;761;930;;;TOBIAS;PARTHENIA;342.278;-1.184.517
201712510;08/22/2020 12:00:00 AM;08/22/2020 12:00:00 AM;1250;17;Devonshire;1764;1;442;SHOPLIFTING - PETTY THEFT ($950 & UNDER);325;0;X;X;203;OTHER BUSINESS;;;IC;Invest Cont;442;;;;9300    TAMPA                        AV;;34.244;-1.185.583
201312309;06/15/2020 12:00:00 AM;06/14/2020 12:00:00 AM;800;13;Newton;1346;1;510;VEHICLE - STOLEN;;0;;;104;DRIVEWAY;;;AO;Adult Other;510;;;;1300 E  42ND                         ST;;340.075;-1.182.516
201511613;06/22/2020 12:00:00 AM;06/22/2020 12:00:00 AM;755;15;N Hollywood;1501;1;510;VEHICLE - STOLEN;;0;;;104;DRIVEWAY;;;IC;Invest Cont;510;;;;7800    FULTON                       AV;;342.121;-1.184.221
202105359;01/30/2020 12:00:00 AM;01/30/2020 12:00:00 AM;300;21;Topanga;2155;1;310;BURGLARY;1608 0344;55;M;W;120;STORAGE SHED;;;IC;Invest Cont;310;;;;22100    ERWIN                        ST;;341.829;-1.186.077
201312517;06/19/2020 12:00:00 AM;06/19/2020 12:00:00 AM;1;13;Newton;1345;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;1200 E  41ST                         ST;;340.093;-1.182.543
202113843;09/16/2020 12:00:00 AM;09/16/2020 12:00:00 AM;930;21;Topanga;2118;2;624;BATTERY - SIMPLE ASSAULT;444;29;F;H;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;624;;;;20100    ROSCOE                       BL;;342.202;-1.185.714
201817877;08/09/2020 0:00;08/09/2020 0:00;1330;18;Southeast;1829;2;946;OTHER MISCELLANEOUS CRIME;1822 1501 1300;0;X;X;101;STREET;;;IC;Invest Cont;946;;;;99TH                         ST;LAUREL                       ST;339.472;-118.231
201514602;08/31/2020 12:00:00 AM;08/31/2020 12:00:00 AM;900;15;N Hollywood;1557;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;0416 1813 2000;74;F;W;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626;;;;4700 N  LANKERSHIM                   BL;;341.557;-118.369
201608252;04/21/2020 12:00:00 AM;04/19/2020 12:00:00 AM;2030;16;Foothill;1602;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT;2000 0913 0416 0401 0448 1814;20;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;236;;;;12500    VAN NUYS                     BL;;342.816;-1.184.073
201317021;09/14/2020 12:00:00 AM;09/14/2020 12:00:00 AM;1530;13;Newton;1395;2;624;BATTERY - SIMPLE ASSAULT;416;55;M;B;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;300 E  69TH                         ST;;33.977;-1.182.652
201313333;07/03/2020 0:00;07/03/2020 0:00;1805;13;Newton;1331;1;210;ROBBERY;0334 0355 0302 0448 0344 0416 1822;33;M;H;101;STREET;102;HAND GUN;AA;Adult Arrest;210;;;;32ND                         ST;GRAND;340.217;-1.182.753
201412338;06/15/2020 12:00:00 AM;06/15/2020 12:00:00 AM;200;14;Pacific;1428;1;310;BURGLARY;0344 1607;0;X;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;310;;;;3200    OVERLAND                     AV;;340.265;-1.184.184
202000652;06/26/2020 12:00:00 AM;06/26/2020 12:00:00 AM;45;20;Olympic;2034;1;310;BURGLARY;0209 0358 0375 0325 1609 1822 1402;0;X;X;210;RESTAURANT/FAST FOOD;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;310;998;;;3300 W  8TH                          ST;;340.596;-1.183.022
201312299;06/15/2020 12:00:00 AM;06/15/2020 12:00:00 AM;600;13;Newton;1333;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;800 E  29TH                         ST;;340.181;-1.182.612
201413134;07/01/2020 0:00;06/29/2020 12:00:00 AM;1100;14;Pacific;1412;1;440;THEFT PLAIN - PETTY ($950 & UNDER);344;0;X;X;102;SIDEWALK;;;IC;Invest Cont;440;;;;NAVY;OCEAN FRONT                  WK;33.996;-1.184.812
201809616;04/14/2020 12:00:00 AM;04/14/2020 12:00:00 AM;545;18;Southeast;1837;1;310;BURGLARY;1822 0344;0;X;X;203;OTHER BUSINESS;;;IC;Invest Cont;310;;;;1600 E  108TH                        ST;;339.378;-1.182.462
202009703;05/14/2020 12:00:00 AM;05/13/2020 12:00:00 AM;2155;20;Olympic;2024;2;624;BATTERY - SIMPLE ASSAULT;0910 1822 0400 2048;0;M;X;922;MTA - PURPLE LINE - WILSHIRE/WESTERN;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;624;;;;3700    WILSHIRE                     BL;;340.636;-1.183.047
201614947;11/21/2020 12:00:00 AM;11/20/2020 12:00:00 AM;2340;16;Foothill;1681;2;624;BATTERY - SIMPLE ASSAULT;0913 1601 0416 0446;32;F;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;624;;;;8200    WHITSETT                     AV;;342.198;-1.184.053
202104496;01/11/2020 0:00;01/11/2020 0:00;700;21;Topanga;2187;1;310;BURGLARY;0344 1601;42;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;310;;;;5200    BAZA                         AV;;341.638;-1.186.007
201906872;02/28/2020 12:00:00 AM;02/28/2020 12:00:00 AM;1100;19;Mission;1995;1;350;THEFT, PERSON;1202 0344;76;F;H;101;STREET;;;IC;Invest Cont;350;;;;VAN NUYS;ARMINTA;342.134;-1.184.493
201713821;09/30/2020 12:00:00 AM;09/30/2020 12:00:00 AM;1430;17;Devonshire;1775;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);1606 0344;0;X;X;101;STREET;;;IC;Invest Cont;331;;;;17400    KNAPP                        ST;;342.382;-1.185.134
201916984;11/16/2020 12:00:00 AM;11/14/2020 12:00:00 AM;20;19;Mission;1971;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0344 0394 1402;38;F;H;108;PARKING LOT;;;IC;Invest Cont;341;998;;;15400    NORDHOFF                     ST;;342.355;-1.184.684
201414905;08/04/2020 0:00;08/04/2020 0:00;413;14;Pacific;1456;1;320;BURGLARY, ATTEMPTED;344;37;M;W;501;SINGLE FAMILY DWELLING;;;AA;Adult Arrest;320;440;;;4200    CAMPBELL                     DR;;339.959;-1.184.255
201313613;07/07/2020 0:00;07/07/2020 0:00;2030;13;Newton;1371;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 0416 1300 1309;20;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;626;;;;200 W  52ND                         ST;;339.956;-1.182.757
201815052;08/04/2020 0:00;08/04/2020 0:00;1840;18;Southeast;1805;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;200 E  92ND                         ST;;339.529;-1.182.717
201405297;01/22/2020 12:00:00 AM;01/04/2020 0:00;1225;14;Pacific;1469;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0394 1501;38;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;440;;;;5700 W  CENTINELA                    AV;;339.765;-118.381
202014181;09/03/2020 0:00;09/02/2020 0:00;1800;20;Olympic;2016;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;NORMANDIE                    AV;1ST                          ST;340.728;-1.183.004
202105965;02/13/2020 12:00:00 AM;02/10/2020 0:00;700;21;Topanga;2132;1;310;BURGLARY;1609 0352 0321 1202;63;F;H;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;310;;;;7200    EASTHAVEN                    LN;;342.025;-1.186.481
201914902;09/24/2020 12:00:00 AM;09/24/2020 12:00:00 AM;304;19;Mission;1935;1;310;BURGLARY;1402 0344;22;X;X;221;PUBLIC STORAGE;;;IC;Invest Cont;310;998;;;15200    BRAND                        BL;;342.719;-1.184.592
201811103;05/14/2020 12:00:00 AM;05/14/2020 12:00:00 AM;1115;18;Southeast;1881;1;520;VEHICLE - ATTEMPT STOLEN;1300 1822 0330 0344 2004;0;M;H;301;GAS STATION;;;AA;Adult Arrest;520;;;;15300 S  VERMONT                      AV;;33.892;-1.182.917
201806974;02/21/2020 12:00:00 AM;02/18/2020 12:00:00 AM;1200;18;Southeast;1844;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED;1815 1215 0421 0913;14;M;B;109;PARK/PLAYGROUND;511;VERBAL THREAT;IC;Invest Cont;930;;;;111TH                        ST;SAN PEDRO                    ST;339.348;-1.182.695
201713859;10/01/2020 0:00;08/27/2020 12:00:00 AM;1000;17;Devonshire;1751;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);1606 0321 0344 1202 0930 0377;74;F;B;101;STREET;;;IC;Invest Cont;420;;;;21900    LASSEN                       ST;;342.534;-1.186.072
211516308;10/19/2021 12:00:00 AM;03/01/2020 0:00;1;15;N Hollywood;1545;1;310;BURGLARY;0344 0314;49;M;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;310;;;;11900    WEDDINGTON                   ST;;341.667;-1.183.943
201505485;01/30/2020 12:00:00 AM;01/15/2020 12:00:00 AM;1300;15;N Hollywood;1525;2;662;BUNCO, GRAND THEFT;701;22;F;O;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;662;;;;6000    MORELLA                      AV;;341.794;-1.183.899
211504199;01/02/2021 0:00;12/13/2020 12:00:00 AM;1000;15;N Hollywood;1583;1;480;BIKE - STOLEN;344;25;M;W;120;STORAGE SHED;;;IC;Invest Cont;480;;;;4100    RADFORD                      AV;;341.472;-1.183.921
201321721;12/24/2020 12:00:00 AM;12/24/2020 12:00:00 AM;1110;13;Newton;1346;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);329;41;M;H;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;745;;;;VERNON                       AV;HOOPER                       ST;340.039;-1.182.518
201800859;12/24/2020 12:00:00 AM;12/24/2020 12:00:00 AM;55;18;Southeast;1805;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1822 1212 0388 1402;0;X;X;115;AIRCRAFT;500;UNKNOWN WEAPON/OTHER WEAPON;AA;Adult Arrest;230;998;;;MANCHESTER;METTLER;339.542;-1.182.684
201413405;07/07/2020 0:00;07/07/2020 0:00;1600;14;Pacific;1488;1;210;ROBBERY;0302 0355 1309 0325 0907 1822;24;M;H;232;DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*;109;SEMI-AUTOMATIC PISTOL;IC;Invest Cont;210;;;;5700    MORLEY                       ST;;339.538;-1.183.821
201808794;03/26/2020 12:00:00 AM;03/26/2020 12:00:00 AM;2245;18;Southeast;1836;2;624;BATTERY - SIMPLE ASSAULT;1310 1822 0374 0416 1278;39;M;H;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;105TH                        ST;COMPTON                      AV;339.406;-1.182.462
201800617;03/26/2020 12:00:00 AM;03/26/2020 12:00:00 AM;2104;18;Southeast;1836;2;627;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT;0913 0556 0602 0416 1251 1258;7;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);301;BELT FLAILING INSTRUMENT/CHAIN;AA;Adult Arrest;627;;;;1500 E  106TH                        ST;;339.397;-1.182.483
201907441;03/10/2020 0:00;03/10/2020 0:00;1630;19;Mission;1912;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;0;X;X;210;RESTAURANT/FAST FOOD;;;AA;Adult Arrest;740;;;;GLENOAKS;ROXFORD;343.197;-1.184.654
201709662;05/25/2020 12:00:00 AM;05/24/2020 12:00:00 AM;1900;17;Devonshire;1747;1;330;BURGLARY FROM VEHICLE;0344 0209 0358 1202;78;F;A;707;GARAGE/CARPORT;;;IC;Invest Cont;330;;;;10500    BALBOA                       BL;;342.612;-1.185.023
202007206;03/07/2020 0:00;03/07/2020 0:00;1700;20;Olympic;2041;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;0416 0429 0448 1814 2000 0432;23;F;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;626;;;;1100    BRONSON                      AV;;340.527;-1.183.227
201418130;10/02/2020 0:00;08/25/2020 12:00:00 AM;2004;14;Pacific;1488;2;668;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER);0344 1300;0;X;X;203;OTHER BUSINESS;;;AO;Adult Other;668;;;;8700    BELLANCA                     AV;;339.539;-1.183.805
201510789;06/02/2020 0:00;05/21/2020 12:00:00 AM;1505;15;N Hollywood;1502;2;354;THEFT OF IDENTITY;377;26;M;B;248;CELL PHONE STORE;;;IC;Invest Cont;354;;;;SATICOY                      ST;BELLAIRE                     AV;342.069;-1.184.097
201416550;09/02/2020 0:00;09/02/2020 0:00;1700;14;Pacific;1455;1;310;BURGLARY;344;72;F;O;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;310;;;;12500    SANFORD                      ST;;339.846;-1.184.165
201706323;02/22/2020 12:00:00 AM;02/22/2020 12:00:00 AM;2240;17;Devonshire;1764;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 0416;17;M;H;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;626;;;;19300    PLUMMER                      ST;;342.428;-1.185.536
231711735;06/07/2023 0:00;09/02/2020 0:00;800;17;Devonshire;1775;2;354;THEFT OF IDENTITY;0929 1822;46;F;H;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;17400    NORDHOFF                     ST;;342.394;-1.185.112
201714330;10/16/2020 12:00:00 AM;10/09/2020 0:00;2130;17;Devonshire;1729;1;442;SHOPLIFTING - PETTY THEFT ($950 & UNDER);0325 0326 1501 1300;0;X;X;404;DEPARTMENT STORE;;;IC;Invest Cont;442;;;;11100    BALBOA                       BL;;342.757;-1.185.144
201411287;05/23/2020 12:00:00 AM;05/23/2020 12:00:00 AM;235;14;Pacific;1477;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;7800    FLIGHT                       AV;;339.688;-1.183.823
201813026;06/24/2020 12:00:00 AM;06/23/2020 12:00:00 AM;1500;18;Southeast;1801;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);1822 0344 0329;0;X;X;108;PARKING LOT;;;IC;Invest Cont;331;;;;8600    DENVER                       AV;;339.587;-1.182.839
202114806;10/13/2020 12:00:00 AM;07/09/2020 0:00;1200;21;Topanga;2158;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED;421;37;M;W;501;SINGLE FAMILY DWELLING;511;VERBAL THREAT;AO;Adult Other;930;;;;6100    DE SOTO                      AV;;341.818;-1.185.904
211204517;12/02/2020 0:00;12/02/2020 0:00;850;12;77th Street;1235;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1307;45;M;H;101;STREET;;;IC;Invest Cont;740;;;;1500 W  SLAUSON                      AV;;339.891;-118.303
202006153;02/14/2020 12:00:00 AM;02/13/2020 12:00:00 AM;1400;20;Olympic;2019;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;100 N  WESTMORELAND                 AV;;340.735;-1.182.879
202115644;11/05/2020 0:00;11/04/2020 0:00;1430;21;Topanga;2158;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 1606;30;M;W;108;PARKING LOT;;;IC;Invest Cont;420;;;;21000    ERWIN                        ST;;341.828;-1.185.916
201700509;01/06/2020 0:00;01/06/2020 0:00;2000;17;Devonshire;1764;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1816 0906 0334 1822 1409 0416 1100 0430 0371 1402;26;M;H;210;RESTAURANT/FAST FOOD;106;UNKNOWN FIREARM;IC;Invest Cont;230;998;;;9300    TAMPA                        AV;;34.244;-1.185.583
202114436;10/03/2020 0:00;09/29/2020 12:00:00 AM;2130;21;Topanga;2157;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0344 1202;63;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;440;;;;6700    DE SOTO                      AV;;341.915;-1.185.884
201514157;08/19/2020 12:00:00 AM;08/19/2020 12:00:00 AM;510;15;N Hollywood;1548;1;480;BIKE - STOLEN;0344 1218 2032 2034;45;F;B;102;SIDEWALK;;;IC;Invest Cont;480;;;;11200    MAGNOLIA                     BL;;341.667;-1.183.702
240106626;12/31/2020 12:00:00 AM;01/01/2020 0:00;1200;1;Central;112;2;662;BUNCO, GRAND THEFT;0701 0800 0100 1822;-4;X;X;203;OTHER BUSINESS;;;AA;Adult Arrest;662;;;;300 N  SPRING                       ST;;340.549;-1.182.426
201916013;10/22/2020 12:00:00 AM;10/22/2020 12:00:00 AM;1200;19;Mission;1924;2;624;BATTERY - SIMPLE ASSAULT;0416 0448 2000 0913;41;F;O;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;14600    HUBBARD                      ST;;342.896;-1.184.506
202113499;09/04/2020 0:00;09/04/2020 0:00;1720;21;Topanga;2157;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1822 1402 2004 0443 0334;35;F;W;102;SIDEWALK;511;VERBAL THREAT;AA;Adult Arrest;230;930;998;;INDEPENDENCE;KITTRIDGE;341.911;-1.185.906
201707642;03/23/2020 12:00:00 AM;03/20/2020 12:00:00 AM;1400;17;Devonshire;1739;1;310;BURGLARY;0344 1402 1607;0;X;X;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;310;998;;;16100    CHATSWORTH                   ST;;342.659;-1.184.818
201804137;01/02/2020 0:00;01/02/2020 0:00;1530;18;Southeast;1832;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0913 2004 0329 0605;23;F;B;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;745;;;;200 W  105TH                        ST;;33.941;-1.182.762
231912127;07/26/2023 12:00:00 AM;01/26/2020 12:00:00 AM;1735;19;Mission;1913;2;354;THEFT OF IDENTITY;923;46;F;H;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;14600    NURMI                        ST;;34.307;-1.184.521
201909078;04/24/2020 12:00:00 AM;04/24/2020 12:00:00 AM;200;19;Mission;1999;1;330;BURGLARY FROM VEHICLE;0344 1609;39;M;W;101;STREET;;;IC;Invest Cont;330;;;;8100    CROSNOE                      AV;;342.177;-1.184.258
201506702;02/24/2020 12:00:00 AM;02/23/2020 12:00:00 AM;1200;15;N Hollywood;1535;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 0385;33;M;B;108;PARKING LOT;;;IC;Invest Cont;420;;;;11400    COLLINS                      ST;;34.174;-118.379
201509661;05/06/2020 0:00;05/06/2020 0:00;1220;15;N Hollywood;1557;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1402 2004 0334 1822 1420 2003 0340 0400;34;M;B;101;STREET;212;BOTTLE;AA;Adult Arrest;230;998;;;10900    MAGNOLIA                     BL;;341.649;-1.183.683
201708117;04/11/2020 0:00;04/11/2020 0:00;2310;17;Devonshire;1775;1;310;BURGLARY;1601 1609 0344 0304 1501;0;X;X;203;OTHER BUSINESS;;;AA;Adult Arrest;310;;;;BALBOA;NORDHOFF;34.237;-1.185.025
201909851;05/16/2020 12:00:00 AM;05/15/2020 12:00:00 AM;1900;19;Mission;1984;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;41;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;740;;;;14800    RAYEN                        ST;;342.318;-1.184.553
201507102;03/03/2020 0:00;03/03/2020 0:00;5;15;N Hollywood;1535;2;624;BATTERY - SIMPLE ASSAULT;0400 0416 0446;30;M;W;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;624;;;;5900    LANKERSHIM                   BL;;34.178;-1.183.825
201508915;04/17/2020 12:00:00 AM;04/17/2020 12:00:00 AM;1100;15;N Hollywood;1531;2;354;THEFT OF IDENTITY;0377 1822 0930;29;F;O;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;354;;;;12600    OXNARD                       ST;;341.794;-1.184.073
201613657;10/09/2020 0:00;10/09/2020 0:00;1630;16;Foothill;1602;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED;0421 2000 0913 1813 0416;39;F;H;501;SINGLE FAMILY DWELLING;511;VERBAL THREAT;AA;Adult Arrest;930;;;;12400    FILMORE                      ST;;342.858;-1.184.024
240608212;04/03/2024 0:00;10/09/2020 0:00;1230;6;Hollywood;648;2;354;THEFT OF IDENTITY;1822 0929 0930;29;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;354;;;;1600 N  WESTERN                      AV;;341.001;-1.183.092
201411378;05/25/2020 12:00:00 AM;05/25/2020 12:00:00 AM;1400;14;Pacific;1467;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;7500    FLIGHT                       AV;;339.708;-1.183.808
211804195;01/02/2021 0:00;12/26/2020 12:00:00 AM;1315;18;Southeast;1851;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);1822 0385;37;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;331;;;;700 W  EL SEGUNDO                   BL;;339.164;-1.182.874
201512565;07/12/2020 0:00;07/12/2020 0:00;1830;15;N Hollywood;1535;1;820;ORAL COPULATION;1206 0444 0400 0545 0512 0913 1804;25;M;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;820;;;;LANKERSHIM;COLLINS;34.174;-1.183.801
201417412;09/18/2020 12:00:00 AM;09/18/2020 12:00:00 AM;820;14;Pacific;1491;1;480;BIKE - STOLEN;344;66;F;W;108;PARKING LOT;;;IC;Invest Cont;480;;;;IMPERIAL                     HY;VISTA DEL MAR;339.355;-1.184.386
201314020;07/14/2020 12:00:00 AM;07/14/2020 12:00:00 AM;2235;13;Newton;1323;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0329 1300 1309 0913;62;F;B;122;VEHICLE, PASSENGER/TRUCK;;;IC;Invest Cont;745;;;;900 E  ADAMS                        BL;;340.197;-1.182.571
201609070;05/14/2020 12:00:00 AM;05/14/2020 12:00:00 AM;1825;16;Foothill;1623;2;901;VIOLATION OF RESTRAINING ORDER;2038;2;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;901;;;;13000    CARL                         ST;;342.688;-1.184.158
202111495;07/11/2020 0:00;07/10/2020 0:00;1500;21;Topanga;2173;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0329 1307;64;M;W;101;STREET;;;IC;Invest Cont;745;;;;22800    OSTRONIC                     DR;;341.666;-1.186.277
202111242;07/02/2020 0:00;07/02/2020 0:00;910;21;Topanga;2138;2;647;THROWING OBJECT AT MOVING VEHICLE;0919 1307;53;F;W;101;STREET;306;ROCK/THROWN OBJECT;IC;Invest Cont;647;;;;SATICOY                      ST;MASON                        AV;342.084;-1.185.797
201613147;09/23/2020 12:00:00 AM;09/23/2020 12:00:00 AM;445;16;Foothill;1665;1;440;THEFT PLAIN - PETTY ($950 & UNDER);344;32;M;O;203;OTHER BUSINESS;;;IC;Invest Cont;440;;;;9900    GLENOAKS                     BL;;342.499;-1.183.877
202007663;03/17/2020 12:00:00 AM;03/15/2020 12:00:00 AM;300;20;Olympic;2034;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;AO;Adult Other;510;;;;7TH;KINGSLEY;340.597;-1.183.031
201406056;02/04/2020 0:00;01/31/2020 12:00:00 AM;1700;14;Pacific;1466;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;344;43;F;O;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;341;;;;6500    RIGGS                        PL;;339.778;-1.183.964
201905295;01/30/2020 12:00:00 AM;01/30/2020 12:00:00 AM;230;19;Mission;1952;1;330;BURGLARY FROM VEHICLE;1307 0344;46;M;A;101;STREET;;;IC;Invest Cont;330;;;;15400    LEMARSH                      ST;;342.555;-1.184.674
