DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
"210807308,03/23/2021 12:00:00 AM,11/01/2020 12:00:00 AM,1200,08,West LA,0822,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",1202,91,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,341,,,,400    WYNOLA                       ST,,34.0403,-118.5375"
202105052,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,1755,21,Topanga,2114,2,354,THEFT OF IDENTITY,0377 0930 1822,40,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,8200    TOPANGA CANYON               BL,,34.2139,-118.6103
"201813621,07/04/2020 12:00:00 AM,07/03/2020 12:00:00 AM,2215,18,Southeast,1849,1,350,""THEFT, PERSON"",1218 0344 0346 1822 1202 2021,63,M,B,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,350,,,,11500    WILMINGTON                   AV,,33.9314,-118.2391"
201906644,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1930,19,Mission,1985,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402,0,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442,998,,,8300    VAN NUYS                     BL,,34.2216,-118.4488
201412735,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,0305,14,Pacific,1466,2,946,OTHER MISCELLANEOUS CRIME,1419 1407,0,X,X,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,946,998,,,SEPULVEDA                    BL,HOWARD HUGHES,33.9759,-118.394
201408982,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,0720,14,Pacific,1494,2,888,TRESPASSING,0907 1402,0,X,X,212,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,888,998,,,500    WORLD WAY,,33.9428,-118.4054
201819898,11/02/2020 12:00:00 AM,11/01/2020 12:00:00 AM,2300,18,Southeast,1862,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 0913 1814 2000 0449 0305 0411,47,F,H,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,236,434,998,,300 W  118TH                        PL,,33.9256,-118.2782
201413107,06/28/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2135,14,Pacific,1441,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,50,F,O,117,BEACH,,,IC,Invest Cont,440,,,,OCEAN FRONT                  WK,N  VENICE                       BL,33.9842,-118.4714
"201421501,12/10/2020 12:00:00 AM,12/10/2020 12:00:00 AM,1345,14,Pacific,1412,2,900,VIOLATION OF COURT ORDER,1501,24,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,900,,,,00    DUDLEY                       AV,,33.9944,-118.4792"
202017295,11/18/2020 12:00:00 AM,11/17/2020 12:00:00 AM,1630,20,Olympic,2076,1,330,BURGLARY FROM VEHICLE,1822 0344,36,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,2500 W  PICO                         BL,,34.0473,-118.2916
201911521,06/27/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1130,19,Mission,1963,2,354,THEFT OF IDENTITY,0930 0922,45,F,H,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,354,,,,9600    SYLMAR                       AV,,34.2444,-118.4479
202111962,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1811,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,26,M,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,21900    VANOWEN                      ST,,34.1938,-118.6037
201815548,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1610,18,Southeast,1844,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,0913 0554 2038,34,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,902,,,,700 E  109TH                        ST,,33.9373,-118.263
201517633,11/17/2020 12:00:00 AM,11/11/2020 12:00:00 AM,1430,15,N Hollywood,1555,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,26,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,11000    CAMARILLO                    ST,,34.1577,-118.371
201915950,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,2000,19,Mission,1963,2,813,CHILD ANNOYING (17YRS & UNDER),1402 1258,8,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,998,,,14600    PLUMMER                      ST,,34.2454,-118.4505
201805710,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2030,18,Southeast,1822,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 W  101ST                        ST,,33.9447,-118.2739
201912391,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,0332,19,Mission,1963,1,330,BURGLARY FROM VEHICLE,0344 1307 1609,54,F,H,101,STREET,,,IC,Invest Cont,330,,,,9600    CEDROS                       AV,,34.2446,-118.4535
"201815647,08/15/2020 12:00:00 AM,08/10/2020 12:00:00 AM,2100,18,Southeast,1804,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 1310 0446 0444 0429 0432 0443 0445,38,F,B,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,626,,,,600    CALIBURN                     DR,,33.9565,-118.2646"
201609767,06/07/2020 12:00:00 AM,06/07/2020 12:00:00 AM,1550,16,Foothill,1687,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0344,0,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,442,,,,8200    SAN FERNANDO                 RD,,34.2252,-118.3779
202105779,02/09/2020 12:00:00 AM,02/09/2020 12:00:00 AM,1400,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,21900    VANOWEN                      ST,,34.1938,-118.6044
"201410383,05/02/2020 12:00:00 AM,04/24/2020 12:00:00 AM,0830,14,Pacific,1454,2,624,BATTERY - SIMPLE ASSAULT,0400,50,F,W,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,624,,,,12900    WALSH                        AV,,33.9869,-118.4301"
"202106137,02/17/2020 12:00:00 AM,02/15/2020 12:00:00 AM,0900,21,Topanga,2177,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 1202,69,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,440,,,,21800    MARYLEE                      ST,,34.1753,-118.6032"
"201615647,12/13/2020 12:00:00 AM,12/12/2020 12:00:00 AM,1115,16,Foothill,1642,2,624,BATTERY - SIMPLE ASSAULT,0913 1701 1202 0447 0444,66,F,W,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,624,,,,13200    GLAMIS                       ST,,34.2541,-118.4204"
"201609785,06/08/2020 12:00:00 AM,06/07/2020 12:00:00 AM,2200,16,Foothill,1643,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1307,42,M,H,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,740,,,,13000    GLAMIS                       ST,,34.2574,-118.4159"
202018941,12/30/2020 12:00:00 AM,12/29/2020 12:00:00 AM,1930,20,Olympic,2046,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 S  BERENDO                      ST,,34.0545,-118.2941
"201709960,06/12/2020 12:00:00 AM,06/12/2020 12:00:00 AM,1800,17,Devonshire,1764,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0448 1210 0913 2000,23,F,O,104,DRIVEWAY,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,626,,,,9400    CORBIN                       AV,,34.241,-118.5623"
201607355,03/22/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1500,16,Foothill,1685,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822,53,M,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,7700    LEMP                         AV,,34.2103,-118.3845
"202009467,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,1920,20,Olympic,2039,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1243 2002 0447 0416 0417 0432,31,M,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,626,,,,2900    SUNSET                       PL,,34.0608,-118.286"
201511138,06/11/2020 12:00:00 AM,05/30/2020 12:00:00 AM,2000,15,N Hollywood,1539,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5800    WHITNALL                     HY,,34.1762,-118.3615
201821134,11/25/2020 12:00:00 AM,11/24/2020 12:00:00 AM,1800,18,Southeast,1834,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  104TH                        ST,,33.9419,-118.2587
201406550,02/12/2020 12:00:00 AM,02/12/2020 12:00:00 AM,0950,14,Pacific,1495,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 0319 0421,67,M,H,108,PARKING LOT,511,VERBAL THREAT,AA,Adult Arrest,930,,,,6100    WESTCHESTER                  PY,,33.9523,-118.3906
"210705560,11/27/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1800,07,Wilshire,0776,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1309 0400,31,F,O,101,STREET,307,VEHICLE,AA,Adult Arrest,230,,,,4500    LOMITA                       ST,,34.0452,-118.3351"
201916808,11/12/2020 12:00:00 AM,10/10/2020 12:00:00 AM,0800,19,Mission,1974,2,354,THEFT OF IDENTITY,1822,61,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14600    RAYEN                        ST,,34.2337,-118.4536
201312291,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,0015,13,Newton,1317,1,210,ROBBERY,0416 0429 0344 0432 1822,59,M,B,101,STREET,304,CLUB/BAT,IC,Invest Cont,210,,,,16TH                         ST,CENTRAL                      AV,34.0264,-118.2488
"201318288,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1845,13,Newton,1372,2,624,BATTERY - SIMPLE ASSAULT,0446 0202,40,F,H,401,MINI-MART,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,5600 S  MAIN                         ST,,33.9907,-118.2739"
201421084,12/01/2020 12:00:00 AM,11/25/2020 12:00:00 AM,2332,14,Pacific,1485,1,310,BURGLARY,1609 0344,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,310,,,,8800 S  SEPULVEDA                    BL,,33.9579,-118.402
202100963,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,0930,21,Topanga,2142,1,310,BURGLARY,0321 0344,31,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,6200    JACKIE                       AV,,34.1829,-118.6382
"201509078,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1210,15,N Hollywood,1514,1,251,SHOTS FIRED AT INHABITED DWELLING,1402 1407 1100 0906 1822 1309 0312 0209,80,M,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",102,HAND GUN,JA,Juv Arrest,251,998,,,11900    VANOWEN                      ST,,34.1939,-118.3929"
201315212,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1803,13,Newton,1303,1,648,ARSON,1501,30,F,X,203,OTHER BUSINESS,,,IC,Invest Cont,648,,,,900 E  9TH                          ST,,34.0346,-118.2474
211504113,01/04/2021 12:00:00 AM,12/19/2020 12:00:00 AM,1200,15,N Hollywood,1517,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,998,,,6600    TUJUNGA                      AV,,34.1903,-118.3791
"202115563,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,0825,21,Topanga,2136,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1822 1218 1402,27,F,B,101,STREET,311,HAMMER,IC,Invest Cont,230,998,,,SHERMAN                      WY,DEERING                      AV,34.2011,-118.5966"
201709380,05/23/2020 12:00:00 AM,05/15/2020 12:00:00 AM,1800,17,Devonshire,1759,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,63,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,15600    STARE                        ST,,34.2528,-118.4729
201908277,04/01/2020 12:00:00 AM,03/31/2020 12:00:00 AM,2012,19,Mission,1974,2,813,CHILD ANNOYING (17YRS & UNDER),1258 1251,11,F,H,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,813,,,,9000    WILLIS                       AV,,34.233,-118.4553
"201910569,06/04/2020 12:00:00 AM,06/04/2020 12:00:00 AM,2300,19,Mission,1972,2,900,VIOLATION OF COURT ORDER,0913 1813 2000 2038 2004,39,M,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,900,,,,8900    COLUMBUS                     AV,,34.2319,-118.4654"
201906391,02/19/2020 12:00:00 AM,02/18/2020 12:00:00 AM,2000,19,Mission,1983,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,15100    ROSCOE                       BL,,34.2249,-118.4637
202015012,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,0205,20,Olympic,2029,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,300 S  VIRGIL                       AV,,34.0686,-118.2868
"201421064,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,1720,14,Pacific,1431,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1822 0906 0342 0450 0371 0334 0216,26,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,230,,,,1600    OCEAN FRONT                  WK,,33.9863,-118.4732"
"210613848,08/05/2021 12:00:00 AM,12/04/2020 12:00:00 AM,1300,06,Hollywood,0622,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344 1822 1501,0,X,X,109,PARK/PLAYGROUND,,,IC,Invest Cont,341,,,,2000 N  FULLER                       AV,,34.1064,-118.3493"
201700622,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1910,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378,0,X,X,101,STREET,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,,34.244,-118.5583
"202113190,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1130,21,Topanga,2148,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329,57,M,W,101,STREET,,,AA,Adult Arrest,740,,,,WINNETKA                     AV,VANOWEN                      ST,34.1938,-118.571"
"202109037,05/04/2020 12:00:00 AM,05/03/2020 12:00:00 AM,2030,21,Topanga,2139,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329,27,F,F,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,740,,,,LUBAO,VALERIO,34.2047,-118.568"
201420592,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2045,14,Pacific,1416,1,310,BURGLARY,1609 0321,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3300    HALDERMAN                    ST,,34.0088,-118.4469
201908725,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1150,19,Mission,1998,1,330,BURGLARY FROM VEHICLE,0344 0321,39,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,14200    ROSCOE                       BL,,34.2216,-118.4427
"201811018,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,0001,18,Southeast,1849,1,330,BURGLARY FROM VEHICLE,1822 0923 0930 1609 0358 0377 0344 0329 1307,32,F,H,122,""VEHICLE, PASSENGER/TRUCK"",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,2100 E  114TH                        ST,,33.9315,-118.2349"
201716355,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1000,17,Devonshire,1701,2,888,TRESPASSING,1501 2004,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,888,,,,19800    RINALDI                      ST,,34.2749,-118.5661
201512971,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1215,15,N Hollywood,1503,2,437,RESISTING ARREST,0421 0906 1212 2004,34,F,H,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,437,,,,LAUREL CANYON                BL,VANOWEN                      ST,34.194,-118.3965
"201810382,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1500,18,Southeast,1806,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1822,26,M,O,122,""VEHICLE, PASSENGER/TRUCK"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,740,,,,8900 S  AVALON                       BL,,33.9556,-118.2651"
201313512,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,0905,13,Newton,1347,1,310,BURGLARY,0344,0,F,W,213,WAREHOUSE,,,IC,Invest Cont,310,,,,2500 S  ALAMEDA                      ST,,34.0096,-118.244
"201316923,09/13/2020 12:00:00 AM,09/08/2020 12:00:00 AM,0800,13,Newton,1352,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,53,M,H,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,745,,,,4400    METTLER                      ST,,34.0016,-118.2665"
201812550,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1500,18,Southeast,1801,1,220,ATTEMPTED ROBBERY,0337 0913 1258 1251 1815 2024 0447 0603 0361,12,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,220,,,,89TH                         ST,FIGUEROA                     ST,33.956,-118.2827
"202017147,11/14/2020 12:00:00 AM,11/13/2020 12:00:00 AM,2100,20,Olympic,2005,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1813 0401 2007 1222 0416,31,M,W,122,""VEHICLE, PASSENGER/TRUCK"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,236,,,,400 N  NORMANDIE                    AV,,34.0799,-118.3025"
"202010052,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,0215,20,Olympic,2022,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0913 0603 0443,25,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",511,VERBAL THREAT,AO,Adult Other,930,,,,4100 W  6TH                          ST,,34.0655,-118.3114"
201510788,06/02/2020 12:00:00 AM,05/05/2020 12:00:00 AM,1000,15,N Hollywood,1595,2,354,THEFT OF IDENTITY,0377,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11900    LAURELWOOD                   DR,,34.1418,-118.3914
201511211,06/13/2020 12:00:00 AM,06/12/2020 12:00:00 AM,0230,15,N Hollywood,1527,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,56,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,6400    ELMER                        AV,,34.1867,-118.3768
201513405,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2210,15,N Hollywood,1527,1,310,BURGLARY,0344 0325 1402 1602 1607 1414 1610 0206 0398 1420,0,M,W,403,DRUG STORE,,,IC,Invest Cont,310,998,,,11300    VICTORY                      BL,,34.1867,-118.3773
201812027,06/02/2020 12:00:00 AM,06/01/2020 12:00:00 AM,2100,18,Southeast,1822,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,300 W  94TH                         ST,,33.951,-118.2781
201310149,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,1600,13,Newton,1385,1,210,ROBBERY,0334 0312 0337 0344 0432 0371 0305 1812 1822 0906,17,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,210,,,,300 E  59TH                         PL,,33.9861,-118.2696
"202005396,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1900,20,Olympic,2005,1,410,""BURGLARY FROM VEHICLE, ATTEMPTED"",0202 0378 1822,25,F,H,101,STREET,,,IC,Invest Cont,410,,,,300 N  ARDMORE                      AV,,34.0763,-118.3023"
"202005015,01/24/2020 12:00:00 AM,01/23/2020 12:00:00 AM,2345,20,Olympic,2027,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0446 0408,20,M,A,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,624,,,,3300    WILSHIRE                     BL,,34.0636,-118.296"
201606166,02/22/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1700,16,Foothill,1651,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LAUREL CANYON                BL,BRANFORD,34.2439,-118.4164
201506534,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,2000,15,N Hollywood,1585,1,330,BURGLARY FROM VEHICLE,0344 1300 1609 1307,43,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,10900    VENTURA                      BL,,34.143,-118.3727
201917531,11/30/2020 12:00:00 AM,11/29/2020 12:00:00 AM,0700,19,Mission,1999,1,330,BURGLARY FROM VEHICLE,0344 1300 1307 1609,20,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,13600    WILLARD                      ST,,34.2177,-118.4292
201312050,06/09/2020 12:00:00 AM,06/01/2020 12:00:00 AM,1700,13,Newton,1353,2,354,THEFT OF IDENTITY,0800 1822 0930,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 E  43RD                         ST,,34.0057,-118.2635
"201711448,07/13/2020 12:00:00 AM,07/08/2020 12:00:00 AM,1354,17,Devonshire,1708,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0394 0344,35,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,12700    WOODLEY                      AV,,34.3021,-118.4979"
201313878,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,2015,13,Newton,1344,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0371 1309 0416 0421 0432 0906 1822,30,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,300 E  42ND                         ST,,34.0075,-118.2696
202013679,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1800,20,Olympic,2076,2,900,VIOLATION OF COURT ORDER,0913 2038 0319 0369 0306,47,M,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,,1700 S  BERENDO                      ST,,34.0414,-118.2934
202112411,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,1500,21,Topanga,2187,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1402,59,F,W,101,STREET,219,SCREWDRIVER,IC,Invest Cont,647,998,,,AVENUE SAN LUIS,FALLBROOK,34.1635,-118.5977
201808513,03/21/2020 12:00:00 AM,03/21/2020 12:00:00 AM,2230,18,Southeast,1842,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,113TH                        ST,MAIN                         ST,33.932,-118.2739
"201318426,10/14/2020 12:00:00 AM,10/14/2020 12:00:00 AM,0700,13,Newton,1307,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",0446 1309 1822,51,M,H,108,PARKING LOT,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,230,,,,1600 E  8TH                          ST,,34.0304,-118.2395"
"201516029,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1151,15,N Hollywood,1555,1,330,BURGLARY FROM VEHICLE,1302 1609 1307 0344 1212,26,F,A,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,330,,,,11100    OTSEGO                       ST,,34.163,-118.3709"
201611096,07/15/2020 12:00:00 AM,07/07/2020 12:00:00 AM,2208,16,Foothill,1658,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,23,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,6800    VALMONT                      ST,,34.2517,-118.2794
"201513965,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,1015,15,N Hollywood,1555,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0444 0400,0,M,O,401,MINI-MART,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,745,,,,11300    MAGNOLIA                     BL,,34.1649,-118.378"
211610869,08/20/2021 12:00:00 AM,10/20/2020 12:00:00 AM,1300,16,Foothill,1654,2,354,THEFT OF IDENTITY,0930 0922 0377 1822,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10200    BRADLEY                      AV,,34.2555,-118.4041
202005263,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,0900,20,Olympic,2045,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,900 S  MARIPOSA                     AV,,34.0559,-118.2987
202112510,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1500,21,Topanga,2196,1,310,BURGLARY,0344,35,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    GOLONDRINA                   PL,,34.1466,-118.5963
201908158,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,0040,19,Mission,1905,1,330,BURGLARY FROM VEHICLE,0329 1307 0344 0321,39,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,13900    FOOTHILL                     BL,,34.3155,-118.4343
"220705246,02/03/2022 12:00:00 AM,02/11/2020 12:00:00 AM,1200,07,Wilshire,0747,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",,57,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,800 S  TREMAINE                     AV,,34.0608,-118.3359"
201808344,03/17/2020 12:00:00 AM,03/17/2020 12:00:00 AM,2125,18,Southeast,1822,1,210,ROBBERY,1822 2018 0344 0213 0216 0334 0342,0,X,X,418,,104,SHOTGUN,IC,Invest Cont,210,,,,9300 S  BROADWAY,,33.9519,-118.2781
